"id","year","state_name","state_code","district_name","district_code","region","population_group","no_of_offices","no_of_accounts","deposit_amount"
4095,2021,"Chhattisgarh",22,"Dhamtari",377,"Central Region","Urban",42,726,2084
4096,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Rural",60,627,1359
4097,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Semi-urban",30,416,1585
4098,2021,"Chhattisgarh",22,"Durg",378,"Central Region","Urban",173,2367,19782
4099,2021,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Rural",23,513,512
4100,2021,"Chhattisgarh",22,"Gariyaband",645,"Central Region","Semi-urban",25,333,785
4101,2021,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Rural",7,191,260
4102,2021,"Chhattisgarh",22,"Gaurella Pendra Marwahi",734,"Central Region","Semi-urban",12,303,641
4103,2021,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Rural",78,1448,2431
4104,2021,"Chhattisgarh",22,"Janjgir-Champa",379,"Central Region","Semi-urban",65,1033,3630
4105,2021,"Chhattisgarh",22,"Jashpur",380,"Central Region","Rural",35,627,1056
4106,2021,"Chhattisgarh",22,"Jashpur",380,"Central Region","Semi-urban",39,666,1818
4107,2021,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Rural",27,563,483
4108,2021,"Chhattisgarh",22,"Kabirdham",382,"Central Region","Semi-urban",33,984,1488
4109,2021,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Rural",22,410,390
4110,2021,"Chhattisgarh",22,"Kondagaon",643,"Central Region","Semi-urban",21,381,1084
4111,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Rural",39,724,1769
4112,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Semi-urban",19,358,1641
4113,2021,"Chhattisgarh",22,"Korba",383,"Central Region","Urban",59,922,5850
4114,2021,"Chhattisgarh",22,"Korea",384,"Central Region","Rural",29,490,1072
4115,2021,"Chhattisgarh",22,"Korea",384,"Central Region","Semi-urban",47,554,3858
4116,2021,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Rural",44,741,822
4117,2021,"Chhattisgarh",22,"Mahasamund",385,"Central Region","Semi-urban",62,960,2190
4118,2021,"Chhattisgarh",22,"Mungeli",647,"Central Region","Rural",18,461,487
4119,2021,"Chhattisgarh",22,"Mungeli",647,"Central Region","Semi-urban",21,511,917
4120,2021,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Rural",7,48,62
4121,2021,"Chhattisgarh",22,"Narayanpur",637,"Central Region","Semi-urban",9,127,490
4122,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Rural",73,1205,2529
4123,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Semi-urban",36,643,1689
4124,2021,"Chhattisgarh",22,"Raigarh",386,"Central Region","Urban",51,643,4055
4125,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Rural",76,723,2527
4126,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Semi-urban",59,816,2808
4127,2021,"Chhattisgarh",22,"Raipur",387,"Central Region","Metropolitan",345,2911,45482
4128,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Rural",76,1220,1522
4129,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Semi-urban",30,629,1282
4130,2021,"Chhattisgarh",22,"Rajnandgaon",388,"Central Region","Urban",39,615,3128
4131,2021,"Chhattisgarh",22,"Sukma",642,"Central Region","Rural",18,179,274
4132,2021,"Chhattisgarh",22,"Sukma",642,"Central Region","Semi-urban",4,87,435
4133,2021,"Chhattisgarh",22,"Surajpur",648,"Central Region","Rural",53,903,1734
4134,2021,"Chhattisgarh",22,"Surajpur",648,"Central Region","Semi-urban",20,242,1703
4135,2021,"Chhattisgarh",22,"Surguja",389,"Central Region","Rural",49,1021,1663
4136,2021,"Chhattisgarh",22,"Surguja",389,"Central Region","Urban",45,522,3690
4137,2021,"Chhattisgarh",22,"Kanker",381,"Central Region","Rural",39,762,1258
4138,2021,"Chhattisgarh",22,"Kanker",381,"Central Region","Semi-urban",34,555,1352
4139,2021,"Delhi",7,"Central",77,"Northern Region","Urban",0,0,0
4140,2021,"Delhi",7,"Central",77,"Northern Region","Metropolitan",0,0,0
4141,2021,"Delhi",7,"East",78,"Northern Region","Semi-urban",0,0,0
4142,2021,"Delhi",7,"East",78,"Northern Region","Metropolitan",0,0,0
4143,2021,"Delhi",7,"New Delhi",79,"Northern Region","Semi-urban",0,0,0
4144,2021,"Delhi",7,"New Delhi",79,"Northern Region","Metropolitan",0,0,0
4145,2021,"Delhi",7,"North",80,"Northern Region","Rural",0,0,0
4146,2021,"Delhi",7,"North",80,"Northern Region","Semi-urban",0,0,0
4147,2021,"Delhi",7,"North",80,"Northern Region","Metropolitan",0,0,0
4148,2021,"Delhi",7,"North East",81,"Northern Region","Rural",0,0,0
4149,2021,"Delhi",7,"North East",81,"Northern Region","Urban",0,0,0
4150,2021,"Delhi",7,"North East",81,"Northern Region","Metropolitan",0,0,0
4151,2021,"Delhi",7,"North West",82,"Northern Region","Rural",0,0,0
4152,2021,"Delhi",7,"North West",82,"Northern Region","Semi-urban",0,0,0
4153,2021,"Delhi",7,"North West",82,"Northern Region","Urban",0,0,0
4154,2021,"Delhi",7,"North West",82,"Northern Region","Metropolitan",0,0,0
4155,2021,"Delhi",7,"Shahdara",671,"Northern Region","Metropolitan",0,0,0
4156,2021,"Delhi",7,"South",83,"Northern Region","Rural",0,0,0
4157,2021,"Delhi",7,"South",83,"Northern Region","Semi-urban",0,0,0
4158,2021,"Delhi",7,"South",83,"Northern Region","Metropolitan",0,0,0
4159,2021,"Delhi",7,"South East",670,"Northern Region","Semi-urban",0,0,0
4160,2021,"Delhi",7,"South East",670,"Northern Region","Metropolitan",0,0,0
4161,2021,"Delhi",7,"South West",84,"Northern Region","Rural",0,0,0
4162,2021,"Delhi",7,"South West",84,"Northern Region","Semi-urban",0,0,0
4163,2021,"Delhi",7,"South West",84,"Northern Region","Metropolitan",0,0,0
4164,2021,"Delhi",7,"West",85,"Northern Region","Rural",0,0,0
4165,2021,"Delhi",7,"West",85,"Northern Region","Semi-urban",0,0,0
4166,2021,"Delhi",7,"West",85,"Northern Region","Metropolitan",0,0,0
4167,2021,"Delhi",7,"Central",77,"Northern Region","Urban",6,101,588
4168,2021,"Delhi",7,"Central",77,"Northern Region","Metropolitan",446,5765,200991
4169,2021,"Delhi",7,"East",78,"Northern Region","Semi-urban",3,42,404
4170,2021,"Delhi",7,"East",78,"Northern Region","Metropolitan",230,3536,55127
4171,2021,"Delhi",7,"New Delhi",79,"Northern Region","Rural",0,0,0
4172,2021,"Delhi",7,"New Delhi",79,"Northern Region","Semi-urban",11,161,1384
4173,2021,"Delhi",7,"New Delhi",79,"Northern Region","Metropolitan",682,8283,537708
4174,2021,"Delhi",7,"North",80,"Northern Region","Rural",17,164,1100
4175,2021,"Delhi",7,"North",80,"Northern Region","Semi-urban",21,292,1895
4176,2021,"Delhi",7,"North",80,"Northern Region","Metropolitan",210,2985,46067
4177,2021,"Delhi",7,"North East",81,"Northern Region","Rural",7,184,921
4178,2021,"Delhi",7,"North East",81,"Northern Region","Urban",11,205,2051
4179,2021,"Delhi",7,"North East",81,"Northern Region","Metropolitan",52,1405,8643
4180,2021,"Delhi",7,"North West",82,"Northern Region","Rural",12,131,878
4181,2021,"Delhi",7,"North West",82,"Northern Region","Semi-urban",19,331,2498
4182,2021,"Delhi",7,"North West",82,"Northern Region","Urban",20,319,3644
4183,2021,"Delhi",7,"North West",82,"Northern Region","Metropolitan",308,4096,58461
4184,2021,"Delhi",7,"Shahdara",671,"Northern Region","Metropolitan",120,2443,27025
4185,2021,"Delhi",7,"South",83,"Northern Region","Rural",8,145,1581
4186,2021,"Delhi",7,"South",83,"Northern Region","Semi-urban",21,327,4139
4187,2021,"Delhi",7,"South",83,"Northern Region","Metropolitan",360,4786,149550
4188,2021,"Delhi",7,"South East",670,"Northern Region","Semi-urban",13,234,1995
4189,2021,"Delhi",7,"South East",670,"Northern Region","Metropolitan",296,4427,108047
4190,2021,"Delhi",7,"South West",84,"Northern Region","Rural",27,278,2144
4191,2021,"Delhi",7,"South West",84,"Northern Region","Semi-urban",26,358,6288
4192,2021,"Delhi",7,"South West",84,"Northern Region","Metropolitan",290,4057,72385
4193,2021,"Delhi",7,"West",85,"Northern Region","Rural",5,63,835
4194,2021,"Delhi",7,"West",85,"Northern Region","Semi-urban",7,86,519
4195,2021,"Delhi",7,"West",85,"Northern Region","Metropolitan",509,7264,103334
4196,2021,"Goa",30,"North Goa",551,"Western Region","Rural",0,0,0
4197,2021,"Goa",30,"North Goa",551,"Western Region","Semi-urban",0,0,0
4198,2021,"Goa",30,"South Goa",552,"Western Region","Rural",0,0,0
4199,2021,"Goa",30,"South Goa",552,"Western Region","Semi-urban",0,0,0
4200,2021,"Goa",30,"North Goa",551,"Western Region","Rural",160,1164,11448
4201,2021,"Goa",30,"North Goa",551,"Western Region","Semi-urban",246,2083,37669
4202,2021,"Goa",30,"South Goa",552,"Western Region","Rural",109,811,8664
4203,2021,"Goa",30,"South Goa",552,"Western Region","Semi-urban",172,1811,27991
4204,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Rural",0,0,0
4205,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Semi-urban",0,0,0
4206,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Metropolitan",0,0,0
4207,2021,"Gujarat",24,"Amreli",439,"Western Region","Rural",0,0,0
4208,2021,"Gujarat",24,"Amreli",439,"Western Region","Semi-urban",0,0,0
4209,2021,"Gujarat",24,"Amreli",439,"Western Region","Urban",0,0,0
4210,2021,"Gujarat",24,"Anand",440,"Western Region","Rural",0,0,0
4211,2021,"Gujarat",24,"Anand",440,"Western Region","Semi-urban",0,0,0
4212,2021,"Gujarat",24,"Anand",440,"Western Region","Urban",0,0,0
4213,2021,"Gujarat",24,"Arvalli",672,"Western Region","Rural",0,0,0
4214,2021,"Gujarat",24,"Arvalli",672,"Western Region","Semi-urban",0,0,0
4215,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Rural",0,0,0
4216,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Semi-urban",0,0,0
4217,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Urban",0,0,0
4218,2021,"Gujarat",24,"Bharuch",442,"Western Region","Rural",0,0,0
4219,2021,"Gujarat",24,"Bharuch",442,"Western Region","Semi-urban",0,0,0
4220,2021,"Gujarat",24,"Bharuch",442,"Western Region","Urban",0,0,0
4221,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Rural",0,0,0
4222,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Semi-urban",0,0,0
4223,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Urban",0,0,0
4224,2021,"Gujarat",24,"Botad",676,"Western Region","Rural",0,0,0
4225,2021,"Gujarat",24,"Botad",676,"Western Region","Semi-urban",0,0,0
4226,2021,"Gujarat",24,"Botad",676,"Western Region","Urban",0,0,0
4227,2021,"Gujarat",24,"Chhotaudepur",668,"Western Region","Rural",0,0,0
4228,2021,"Gujarat",24,"Chhotaudepur",668,"Western Region","Semi-urban",0,0,0
4229,2021,"Gujarat",24,"Dang",444,"Western Region","Rural",0,0,0
4230,2021,"Gujarat",24,"Dang",444,"Western Region","Semi-urban",0,0,0
4231,2021,"Gujarat",24,"Devbhumi Dwarka",674,"Western Region","Rural",0,0,0
4232,2021,"Gujarat",24,"Devbhumi Dwarka",674,"Western Region","Semi-urban",0,0,0
4233,2021,"Gujarat",24,"Dohad",445,"Western Region","Rural",0,0,0
4234,2021,"Gujarat",24,"Dohad",445,"Western Region","Semi-urban",0,0,0
4235,2021,"Gujarat",24,"Dohad",445,"Western Region","Urban",0,0,0
4236,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Rural",0,0,0
4237,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Semi-urban",0,0,0
4238,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Urban",0,0,0
4239,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Rural",0,0,0
4240,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Semi-urban",0,0,0
4241,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Urban",0,0,0
4242,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Rural",0,0,0
4243,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Semi-urban",0,0,0
4244,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Urban",0,0,0
4245,2021,"Gujarat",24,"Junagadh",448,"Western Region","Rural",0,0,0
4246,2021,"Gujarat",24,"Junagadh",448,"Western Region","Semi-urban",0,0,0
4247,2021,"Gujarat",24,"Junagadh",448,"Western Region","Urban",0,0,0
4248,2021,"Gujarat",24,"Kachchh",449,"Western Region","Rural",0,0,0
4249,2021,"Gujarat",24,"Kachchh",449,"Western Region","Semi-urban",0,0,0
4250,2021,"Gujarat",24,"Kachchh",449,"Western Region","Urban",0,0,0
4251,2021,"Gujarat",24,"Kheda",450,"Western Region","Rural",0,0,0
4252,2021,"Gujarat",24,"Kheda",450,"Western Region","Semi-urban",0,0,0
4253,2021,"Gujarat",24,"Kheda",450,"Western Region","Urban",0,0,0
4254,2021,"Gujarat",24,"Mahesana",451,"Western Region","Rural",0,0,0
4255,2021,"Gujarat",24,"Mahesana",451,"Western Region","Semi-urban",0,0,0
4256,2021,"Gujarat",24,"Mahesana",451,"Western Region","Urban",0,0,0
4257,2021,"Gujarat",24,"Mahisagar",669,"Western Region","Rural",0,0,0
4258,2021,"Gujarat",24,"Mahisagar",669,"Western Region","Semi-urban",0,0,0
4259,2021,"Gujarat",24,"Morbi",673,"Western Region","Rural",0,0,0
4260,2021,"Gujarat",24,"Morbi",673,"Western Region","Semi-urban",0,0,0
4261,2021,"Gujarat",24,"Morbi",673,"Western Region","Urban",0,0,0
4262,2021,"Gujarat",24,"Narmada",452,"Western Region","Rural",0,0,0
4263,2021,"Gujarat",24,"Narmada",452,"Western Region","Semi-urban",0,0,0
4264,2021,"Gujarat",24,"Navsari",453,"Western Region","Rural",0,0,0
4265,2021,"Gujarat",24,"Navsari",453,"Western Region","Semi-urban",0,0,0
4266,2021,"Gujarat",24,"Navsari",453,"Western Region","Urban",0,0,0
4267,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Rural",0,0,0
4268,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Semi-urban",0,0,0
4269,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Urban",0,0,0
4270,2021,"Gujarat",24,"Patan",455,"Western Region","Rural",0,0,0
4271,2021,"Gujarat",24,"Patan",455,"Western Region","Semi-urban",0,0,0
4272,2021,"Gujarat",24,"Patan",455,"Western Region","Urban",0,0,0
4273,2021,"Gujarat",24,"Porbandar",456,"Western Region","Rural",0,0,0
4274,2021,"Gujarat",24,"Porbandar",456,"Western Region","Semi-urban",0,0,0
4275,2021,"Gujarat",24,"Porbandar",456,"Western Region","Urban",0,0,0
4276,2021,"Gujarat",24,"Rajkot",457,"Western Region","Rural",0,0,0
4277,2021,"Gujarat",24,"Rajkot",457,"Western Region","Semi-urban",0,0,0
4278,2021,"Gujarat",24,"Rajkot",457,"Western Region","Urban",0,0,0
4279,2021,"Gujarat",24,"Rajkot",457,"Western Region","Metropolitan",0,0,0
4280,2021,"Gujarat",24,"Sabar Kantha",458,"Western Region","Rural",0,0,0
4281,2021,"Gujarat",24,"Sabar Kantha",458,"Western Region","Semi-urban",0,0,0
4282,2021,"Gujarat",24,"Surat",459,"Western Region","Rural",0,0,0
4283,2021,"Gujarat",24,"Surat",459,"Western Region","Semi-urban",0,0,0
4284,2021,"Gujarat",24,"Surat",459,"Western Region","Metropolitan",0,0,0
4285,2021,"Gujarat",24,"Surendranagar",460,"Western Region","Rural",0,0,0
4286,2021,"Gujarat",24,"Surendranagar",460,"Western Region","Semi-urban",0,0,0
4287,2021,"Gujarat",24,"Surendranagar",460,"Western Region","Urban",0,0,0
4288,2021,"Gujarat",24,"Tapi",641,"Western Region","Rural",0,0,0
4289,2021,"Gujarat",24,"Tapi",641,"Western Region","Semi-urban",0,0,0
4290,2021,"Gujarat",24,"Vadodara",461,"Western Region","Rural",0,0,0
4291,2021,"Gujarat",24,"Vadodara",461,"Western Region","Semi-urban",0,0,0
4292,2021,"Gujarat",24,"Vadodara",461,"Western Region","Metropolitan",0,0,0
4293,2021,"Gujarat",24,"Valsad",462,"Western Region","Rural",0,0,0
4294,2021,"Gujarat",24,"Valsad",462,"Western Region","Semi-urban",0,0,0
4295,2021,"Gujarat",24,"Valsad",462,"Western Region","Urban",0,0,0
4296,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Rural",91,698,2659
4297,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Semi-urban",136,1403,8772
4298,2021,"Gujarat",24,"Ahmadabad",438,"Western Region","Metropolitan",1168,14054,222392
4299,2021,"Gujarat",24,"Amreli",439,"Western Region","Rural",72,620,1798
4300,2021,"Gujarat",24,"Amreli",439,"Western Region","Semi-urban",59,866,3470
4301,2021,"Gujarat",24,"Amreli",439,"Western Region","Urban",38,340,2348
4302,2021,"Gujarat",24,"Anand",440,"Western Region","Rural",124,1279,5464
4303,2021,"Gujarat",24,"Anand",440,"Western Region","Semi-urban",161,2195,14481
4304,2021,"Gujarat",24,"Anand",440,"Western Region","Urban",80,807,14062
4305,2021,"Gujarat",24,"Arvalli",672,"Western Region","Rural",50,696,1139
4306,2021,"Gujarat",24,"Arvalli",672,"Western Region","Semi-urban",53,806,2679
4307,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Rural",88,1334,2268
4308,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Semi-urban",48,1383,2457
4309,2021,"Gujarat",24,"Banas Kantha",441,"Western Region","Urban",71,957,4639
4310,2021,"Gujarat",24,"Bharuch",442,"Western Region","Rural",101,1011,3554
4311,2021,"Gujarat",24,"Bharuch",442,"Western Region","Semi-urban",102,1351,8636
4312,2021,"Gujarat",24,"Bharuch",442,"Western Region","Urban",66,826,8922
4313,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Rural",75,915,2051
4314,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Semi-urban",65,1075,3514
4315,2021,"Gujarat",24,"Bhavnagar",443,"Western Region","Urban",110,1468,13055
4316,2021,"Gujarat",24,"Botad",676,"Western Region","Rural",20,169,311
4317,2021,"Gujarat",24,"Botad",676,"Western Region","Semi-urban",17,345,795
4318,2021,"Gujarat",24,"Botad",676,"Western Region","Urban",19,286,1167
4319,2021,"Gujarat",24,"Chhotaudepur",668,"Western Region","Rural",56,860,1558
4320,2021,"Gujarat",24,"Chhotaudepur",668,"Western Region","Semi-urban",32,325,1146
4321,2021,"Gujarat",24,"Dang",444,"Western Region","Rural",7,146,236
4322,2021,"Gujarat",24,"Dang",444,"Western Region","Semi-urban",8,196,498
4323,2021,"Gujarat",24,"Devbhumi Dwarka",674,"Western Region","Rural",29,281,1154
4324,2021,"Gujarat",24,"Devbhumi Dwarka",674,"Western Region","Semi-urban",58,777,3880
4325,2021,"Gujarat",24,"Dohad",445,"Western Region","Rural",52,1257,1079
4326,2021,"Gujarat",24,"Dohad",445,"Western Region","Semi-urban",30,836,1406
4327,2021,"Gujarat",24,"Dohad",445,"Western Region","Urban",31,564,2646
4328,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Rural",103,785,3072
4329,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Semi-urban",57,615,4123
4330,2021,"Gujarat",24,"Gandhinagar",446,"Western Region","Urban",149,1417,29472
4331,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Rural",39,502,1178
4332,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Semi-urban",36,648,2321
4333,2021,"Gujarat",24,"Gir Somnath",675,"Western Region","Urban",34,395,2421
4334,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Rural",78,690,2979
4335,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Semi-urban",39,454,2236
4336,2021,"Gujarat",24,"Jamnagar",447,"Western Region","Urban",109,1422,13561
4337,2021,"Gujarat",24,"Junagadh",448,"Western Region","Rural",75,637,2658
4338,2021,"Gujarat",24,"Junagadh",448,"Western Region","Semi-urban",61,944,4458
4339,2021,"Gujarat",24,"Junagadh",448,"Western Region","Urban",63,721,6712
4340,2021,"Gujarat",24,"Kachchh",449,"Western Region","Rural",133,1244,10827
4341,2021,"Gujarat",24,"Kachchh",449,"Western Region","Semi-urban",112,1363,10221
4342,2021,"Gujarat",24,"Kachchh",449,"Western Region","Urban",135,1375,21594
4343,2021,"Gujarat",24,"Kheda",450,"Western Region","Rural",111,1283,3577
4344,2021,"Gujarat",24,"Kheda",450,"Western Region","Semi-urban",79,1250,4400
4345,2021,"Gujarat",24,"Kheda",450,"Western Region","Urban",57,786,8205
4346,2021,"Gujarat",24,"Mahesana",451,"Western Region","Rural",137,1197,3004
4347,2021,"Gujarat",24,"Mahesana",451,"Western Region","Semi-urban",120,1690,8368
4348,2021,"Gujarat",24,"Mahesana",451,"Western Region","Urban",64,730,5621
4349,2021,"Gujarat",24,"Mahisagar",669,"Western Region","Rural",48,821,1556
4350,2021,"Gujarat",24,"Mahisagar",669,"Western Region","Semi-urban",33,512,2373
4351,2021,"Gujarat",24,"Morbi",673,"Western Region","Rural",57,391,1160
4352,2021,"Gujarat",24,"Morbi",673,"Western Region","Semi-urban",30,374,1421
4353,2021,"Gujarat",24,"Morbi",673,"Western Region","Urban",51,545,6325
4354,2021,"Gujarat",24,"Narmada",452,"Western Region","Rural",29,623,952
4355,2021,"Gujarat",24,"Narmada",452,"Western Region","Semi-urban",27,275,1350
4356,2021,"Gujarat",24,"Navsari",453,"Western Region","Rural",128,1305,7799
4357,2021,"Gujarat",24,"Navsari",453,"Western Region","Semi-urban",46,729,4479
4358,2021,"Gujarat",24,"Navsari",453,"Western Region","Urban",77,924,10653
4359,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Rural",70,1164,1649
4360,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Semi-urban",42,701,2490
4361,2021,"Gujarat",24,"Panch Mahals",454,"Western Region","Urban",39,520,2906
4362,2021,"Gujarat",24,"Patan",455,"Western Region","Rural",55,661,1075
4363,2021,"Gujarat",24,"Patan",455,"Western Region","Semi-urban",42,785,2311
4364,2021,"Gujarat",24,"Patan",455,"Western Region","Urban",36,497,2470
4365,2021,"Gujarat",24,"Porbandar",456,"Western Region","Rural",25,209,1100
4366,2021,"Gujarat",24,"Porbandar",456,"Western Region","Semi-urban",14,259,1220
4367,2021,"Gujarat",24,"Porbandar",456,"Western Region","Urban",44,576,6877
4368,2021,"Gujarat",24,"Rajkot",457,"Western Region","Rural",125,924,3519
4369,2021,"Gujarat",24,"Rajkot",457,"Western Region","Semi-urban",65,779,3844
